label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
okay,0,0,0,0.04775245,0.51290135,-0.002623,0.19442571,0.90270214,-0.00660623,0.34132385,1.22457281,-0.05080309,0.52959056,1.37395651,-0.0842202,0.6273314,0.77426418,0.19778336,0.77633469,1.06432736,0.08248291,0.72555644,1.24145648,-0.02479629,0.60491614,1.31849433,-0.06375913,0.75764332,0.65266882,0.13020938,1.07580736,0.91339543,0.11475662,1.2512652,1.11485904,0.08597423,1.40547872,1.28465385,0.07237605,0.83021264,0.48994086,0.02386002,1.14919814,0.66091225,0.00275044,1.36004386,0.81638763,0.00130299,1.52695619,0.94305424,0.00791567,0.85582835,0.30207385,-0.09815363,1.11278719,0.44637919,-0.11073603,1.28974155,0.55080735,-0.08525749,1.43372819,0.63856845,-0.05726354
okay,0,0,0,0.0462917,0.50284572,-0.01146455,0.19538011,0.89496523,-0.01936169,0.34544862,1.20427023,-0.06272863,0.52512153,1.38245427,-0.09555214,0.63333511,0.75148806,0.17238418,0.78316686,1.0333458,0.05628745,0.73023053,1.22071094,-0.05048421,0.61600358,1.32053146,-0.09369259,0.7629501,0.64645738,0.10598636,1.08129708,0.90689545,0.07581164,1.26654029,1.11417273,0.03769722,1.43279756,1.29272316,0.01728643,0.83169293,0.48854281,0.0026537,1.16075966,0.66300212,-0.03735089,1.37308833,0.8175311,-0.04961975,1.54081143,0.94746118,-0.04831773,0.85192446,0.29238211,-0.11473846,1.11925181,0.43129488,-0.14427782,1.298814,0.53296239,-0.12808718,1.44530727,0.6233149,-0.10603327
okay,0,0,0,0.04799815,0.50617302,0.00009193,0.19972133,0.89670701,-0.00399759,0.35564296,1.20233773,-0.04608532,0.53482592,1.39537193,-0.07961356,0.64312859,0.7453962,0.19018181,0.7888335,1.02399244,0.08436651,0.7451761,1.22093883,-0.01667565,0.64248754,1.33469734,-0.05799462,0.76734871,0.64123004,0.11699819,1.08909313,0.90114143,0.09572913,1.27607462,1.11061257,0.06313282,1.44520376,1.29301841,0.04536228,0.83273691,0.48518804,0.00724813,1.15905009,0.67503223,-0.02608917,1.37306756,0.837784,-0.03514382,1.5438185,0.96889495,-0.03377879,0.84917029,0.29053747,-0.11591415,1.11820706,0.42749565,-0.14341447,1.29948562,0.52856447,-0.12594548,1.44752403,0.61601677,-0.10404856
okay,0,0,0,0.04739589,0.51291273,-0.00081952,0.20339847,0.89705001,-0.00386728,0.36387601,1.20234424,-0.04470512,0.54024327,1.40478965,-0.07732928,0.64614009,0.74662889,0.1932746,0.80131162,1.01299137,0.08514823,0.75741345,1.2026795,-0.0214756,0.65318503,1.31305881,-0.06762168,0.76945712,0.63869847,0.12180108,1.09027907,0.89936953,0.09752923,1.28046725,1.10926997,0.05676395,1.45095242,1.29238821,0.03186442,0.83195563,0.48175489,0.01354725,1.16211022,0.66379649,-0.02308312,1.38108381,0.82001657,-0.04076181,1.5547108,0.9507517,-0.04581144,0.84362932,0.28528604,-0.10772548,1.11419851,0.42247641,-0.13612738,1.29845522,0.52348536,-0.12340568,1.45006913,0.61338494,-0.10637911
okay,0,0,0,0.04424987,0.51963518,0.01047006,0.20622178,0.90092622,0.01576096,0.36561854,1.21181137,-0.01922667,0.54084925,1.41170676,-0.04659674,0.65229665,0.73786463,0.21443363,0.79627033,1.0163212,0.12028172,0.75264536,1.21781521,0.02384067,0.65428412,1.33591832,-0.01692756,0.77152248,0.63620206,0.13798994,1.09250923,0.89832988,0.12477555,1.28130022,1.10943054,0.09078146,1.45058392,1.29746238,0.06956126,0.83209473,0.48386183,0.02477543,1.1579259,0.67020065,-0.00370454,1.37421341,0.83239215,-0.02084963,1.54696867,0.96644766,-0.02781558,0.84451075,0.29632738,-0.101007,1.11714497,0.43337232,-0.12622657,1.30088835,0.53326814,-0.11526974,1.44984205,0.62209232,-0.10104655
okay,0,0,0,0.04229628,0.51174174,0.00815395,0.20416325,0.90059145,0.0144775,0.35677939,1.21635524,-0.01786036,0.5283766,1.41092846,-0.0425916,0.64611485,0.74115473,0.20274289,0.79603051,1.02037271,0.10263654,0.75067853,1.21281272,0.00012206,0.64640602,1.31676437,-0.04448902,0.76620756,0.64259316,0.12813332,1.08848114,0.90364271,0.10796981,1.27925218,1.11754061,0.06473599,1.4431228,1.29813058,0.03631418,0.82621118,0.49228922,0.01768961,1.15260907,0.68028132,-0.01441005,1.3705794,0.84536444,-0.04117428,1.54245887,0.97807927,-0.05569863,0.83775729,0.30499659,-0.10462349,1.10790747,0.44323668,-0.13114808,1.29123699,0.53829682,-0.12474078,1.43949184,0.61984393,-0.11501198
okay,0,0,0,0.03167771,0.48769647,-0.04955034,0.19241828,0.88091637,-0.06842621,0.35496796,1.20439051,-0.11197354,0.5410738,1.36316491,-0.14679512,0.6464939,0.75339651,0.11594626,0.80596245,1.03156848,-0.00782959,0.75671839,1.21609818,-0.12353409,0.6530474,1.31437229,-0.1757277,0.77300777,0.63439656,0.0702619,1.08580893,0.90410813,0.02869193,1.27641251,1.11050127,-0.02347455,1.44123758,1.28793569,-0.05709662,0.83583492,0.46546052,-0.01220255,1.16052754,0.65378595,-0.06235187,1.37800278,0.81369499,-0.09775299,1.55380988,0.94643896,-0.1157441,0.8463801,0.24955156,-0.10969879,1.11246066,0.40613247,-0.14791995,1.29305205,0.51558724,-0.14762152,1.44278427,0.61798645,-0.14079827
okay,0,0,0,0.03088878,0.48791927,-0.03781509,0.18486152,0.89704219,-0.05174227,0.34435158,1.22228449,-0.09051799,0.53277067,1.38391794,-0.12173445,0.64024533,0.74985415,0.12238634,0.7887859,1.02518812,0.0110272,0.75058456,1.22981801,-0.0983269,0.66115291,1.3599708,-0.15069741,0.77022525,0.63777195,0.07064285,1.09359255,0.8988188,0.03293061,1.29120897,1.10225653,-0.02053177,1.46499572,1.28236498,-0.05751749,0.83471332,0.46897378,-0.01450634,1.16335815,0.65950554,-0.06038519,1.38173375,0.81949653,-0.09505849,1.56409072,0.95666276,-0.1158823,0.84553015,0.25226874,-0.11313385,1.11552429,0.4051171,-0.1481418,1.29591667,0.50732634,-0.14412737,1.4468682,0.60031152,-0.13700296
okay,0,0,0,0.03426897,0.48787418,-0.0443289,0.18361585,0.89941851,-0.06501172,0.34419372,1.22401376,-0.10976226,0.53218037,1.39401742,-0.14560324,0.64242457,0.74873616,0.11616987,0.80004291,1.03481937,-0.001022,0.75331265,1.23038149,-0.11343699,0.64967177,1.34367201,-0.16582087,0.77316642,0.6342032,0.06614156,1.09958579,0.90896856,0.02472705,1.29869235,1.11576954,-0.03513615,1.47127033,1.2959166,-0.07657444,0.83825664,0.46354429,-0.017778,1.16905097,0.66280268,-0.06636278,1.38721401,0.82728015,-0.10719978,1.56666467,0.96601732,-0.13226474,0.84930577,0.24518199,-0.11534383,1.12370847,0.40557604,-0.151843,1.30540267,0.50920161,-0.15083242,1.4569683,0.60233406,-0.14591107
okay,0,0,0,0.03992938,0.48547544,-0.04446251,0.19203984,0.89421681,-0.06709357,0.34751837,1.21928311,-0.11547349,0.53285319,1.39751501,-0.15408435,0.64411186,0.74768775,0.11650468,0.79822135,1.031336,-0.0092274,0.7431682,1.22091792,-0.12307698,0.62875334,1.31977657,-0.17286961,0.77331552,0.63402138,0.06572168,1.09396446,0.90240921,0.02009975,1.28959638,1.10942945,-0.03478637,1.46148253,1.28712483,-0.06978521,0.83784192,0.46493605,-0.02079574,1.16951226,0.65960979,-0.07465852,1.39223869,0.82099187,-0.10973498,1.57230667,0.95492037,-0.12732331,0.85055437,0.24870612,-0.12146487,1.11961144,0.40497815,-0.16260768,1.30130628,0.51065329,-0.16040087,1.45145787,0.60663253,-0.15151653
okay,0,0,0,0.03943361,0.47249526,-0.04132036,0.20007902,0.88403731,-0.06111713,0.34957607,1.21639998,-0.10678636,0.53227625,1.37982983,-0.1429187,0.64529208,0.74534796,0.1212795,0.79681803,1.03842839,-0.00242009,0.73933245,1.22687126,-0.12018315,0.62635787,1.3259439,-0.17348281,0.77228383,0.63527764,0.07096647,1.08650813,0.90696373,0.03069721,1.28395891,1.1106357,-0.02754072,1.46038724,1.28592483,-0.06732625,0.83645771,0.471624,-0.01444864,1.15948062,0.6735338,-0.05838354,1.37571788,0.83294149,-0.09487048,1.55403182,0.96453207,-0.11655781,0.85105917,0.26348826,-0.11436214,1.11924733,0.42295222,-0.14525092,1.29712023,0.5280979,-0.14110026,1.44460907,0.62656537,-0.13340861
okay,0,0,0,0.04200191,0.480449,-0.04325973,0.20136872,0.88626153,-0.06288923,0.3514731,1.21519934,-0.10818521,0.53580554,1.37931598,-0.1442269,0.64026951,0.74936171,0.11668548,0.79258094,1.04320626,-0.00964639,0.73325444,1.22772203,-0.12571316,0.61972986,1.31980323,-0.17683587,0.76843072,0.63993299,0.06655034,1.08555849,0.91785763,0.0230847,1.27791811,1.12451178,-0.03289535,1.44679618,1.29964675,-0.06981169,0.83446093,0.47312199,-0.01936622,1.16195175,0.67820783,-0.06947891,1.37999558,0.84345137,-0.10662522,1.55798964,0.97993812,-0.12687891,0.85109508,0.25963557,-0.11948712,1.11956986,0.42174116,-0.15614757,1.297346,0.52918012,-0.15379941,1.44478818,0.6269359,-0.14613691
okay,0,0,0,0.04410888,0.48373361,-0.03883309,0.20064759,0.8856941,-0.05821133,0.35393702,1.21197533,-0.10506022,0.5379451,1.38089662,-0.14278037,0.64195148,0.74969156,0.12540615,0.79060877,1.04189351,0.00146963,0.73344412,1.22644999,-0.11217043,0.62147933,1.32060096,-0.16179167,0.76996895,0.63808136,0.07223512,1.08700028,0.91171281,0.0304568,1.27854184,1.11771219,-0.02154974,1.44841981,1.29683868,-0.0548022,0.83501594,0.46968772,-0.01696196,1.16347554,0.66881902,-0.06761736,1.382694,0.83130136,-0.10047672,1.5598138,0.96560838,-0.11655639,0.84984989,0.25725359,-0.12030881,1.1180092,0.42067814,-0.1592434,1.29816172,0.5270816,-0.15598377,1.44641753,0.62041127,-0.146317
rock,0,0,0,0.10369128,0.458912,-0.17054111,0.29386678,0.737195,-0.25929882,0.56243946,0.79515922,-0.34573352,0.76556419,0.69998314,-0.42592983,0.66672374,0.95229307,-0.07262069,0.93130742,1.25789968,-0.12876214,1.11424221,1.41950497,-0.15485315,1.25845547,1.50942711,-0.17581543,0.7610423,0.64870226,-0.06680038,1.11006539,0.75823031,-0.21998013,0.91382049,0.65929429,-0.27985229,0.74903178,0.62193115,-0.26960103,0.79986505,0.36514432,-0.0795525,1.11602471,0.43192658,-0.23310346,0.91586373,0.43516474,-0.26295597,0.72374831,0.41847401,-0.23593695,0.78918033,0.07465998,-0.10900579,1.09621883,0.0312722,-0.2063288,1.30138809,0.00258518,-0.24876803,1.48084843,-0.01814318,-0.26328055
rock,0,0,0,0.10018186,0.45602888,-0.17127256,0.29140014,0.743885,-0.26298352,0.56372196,0.77919746,-0.35224703,0.76102942,0.64451493,-0.43498102,0.66966387,0.94554005,-0.07252609,0.93178986,1.25432559,-0.13144569,1.11209543,1.41540494,-0.15922931,1.25414294,1.51281144,-0.18161133,0.76204325,0.64752613,-0.06651838,1.1052165,0.7644471,-0.22362235,0.91397772,0.65475894,-0.28614824,0.75044543,0.60486306,-0.27717023,0.80247472,0.36478966,-0.07881072,1.11989474,0.43243212,-0.23461659,0.92649246,0.42677633,-0.26424012,0.7347363,0.40195593,-0.23593497,0.79318278,0.07568659,-0.10773935,1.09634064,0.0277241,-0.20481583,1.3002415,-0.00316028,-0.24631546,1.47765166,-0.02822245,-0.25942076
rock,0,0,0,0.10647962,0.4600128,-0.16425028,0.29736558,0.74650268,-0.25573089,0.58096908,0.77884421,-0.34569351,0.77269113,0.6222986,-0.43025971,0.66044848,0.95444362,-0.07240879,0.92556144,1.26238717,-0.12375909,1.10999114,1.4272051,-0.1461178,1.25343544,1.51660697,-0.1655043,0.7600831,0.64982588,-0.06846877,1.10892859,0.75757405,-0.20959145,0.91236958,0.65412113,-0.26045551,0.75610532,0.60959228,-0.246411,0.80302634,0.37061219,-0.08138294,1.12151649,0.43300874,-0.22115702,0.92477268,0.43409955,-0.24165709,0.73757867,0.40559701,-0.21176696,0.79395191,0.08055699,-0.11103279,1.10016327,0.03104555,-0.19918542,1.30207247,0.00087877,-0.23435448,1.47828005,-0.02902855,-0.24483774
rock,0,0,0,0.10648884,0.4644933,-0.15252633,0.30234351,0.74256027,-0.23631283,0.57883248,0.78297954,-0.31891596,0.76434232,0.64549192,-0.39455544,0.66246444,0.95239718,-0.076179,0.92539787,1.25758205,-0.12796439,1.10623286,1.42540244,-0.14847987,1.24374111,1.52329906,-0.16608781,0.75684152,0.65359843,-0.07286053,1.0923224,0.76721373,-0.20836737,0.89586602,0.66454497,-0.24980276,0.74955625,0.6306878,-0.23247108,0.79841078,0.37814497,-0.08598427,1.11291626,0.44054457,-0.22195318,0.90024842,0.43426543,-0.23405523,0.70517741,0.40747871,-0.20133709,0.79195708,0.09392673,-0.11551065,1.09672897,0.0357206,-0.20770046,1.30424416,-0.00181541,-0.24687113,1.49276217,-0.03038452,-0.26126439
rock,0,0,0,0.14695354,0.48436988,-0.13839794,0.32494193,0.73859933,-0.2283731,0.61543746,0.81690452,-0.32334907,0.80631504,0.67161814,-0.4141438,0.65224299,0.96118547,-0.05849553,0.92933334,1.27534059,-0.10944776,1.11251286,1.44856808,-0.1275231,1.24540269,1.52413805,-0.14238572,0.75746292,0.65287818,-0.05376952,1.0906624,0.78249944,-0.15749555,0.87299448,0.6492228,-0.16291836,0.76242812,0.634055,-0.12698966,0.80304931,0.40147056,-0.06802322,1.13286882,0.45941251,-0.15896801,0.89964851,0.42706083,-0.14051991,0.70696263,0.40016471,-0.10023928,0.79787249,0.09727975,-0.10142394,1.10419395,0.05365378,-0.1674076,1.31622534,-0.00337815,-0.19696864,1.49748743,-0.03006847,-0.21095967
rock,0,0,0,0.12849858,0.48018007,-0.1393982,0.31953287,0.73583121,-0.22371482,0.60415791,0.80922965,-0.31144337,0.78984282,0.6684105,-0.3937199,0.65973812,0.9587539,-0.0536232,0.92566584,1.25279129,-0.10044048,1.10324173,1.42677337,-0.11877706,1.23288539,1.50670382,-0.13513635,0.75920226,0.65085477,-0.0507912,1.08389566,0.77496362,-0.16381127,0.87938007,0.66100923,-0.18498129,0.76558059,0.64079042,-0.15841752,0.80188398,0.3902222,-0.06584219,1.12828634,0.44759871,-0.17067502,0.89970681,0.42870653,-0.16490317,0.70378665,0.40137261,-0.12975931,0.79271867,0.09503514,-0.09882754,1.09529256,0.04988747,-0.1738648,1.30302263,0.00603759,-0.20886012,1.48640375,-0.01424576,-0.22549657
rock,0,0,0,0.10999905,0.47293522,-0.14801347,0.30421906,0.74747815,-0.2280925,0.57661905,0.81936848,-0.30886771,0.77169906,0.72078867,-0.38219875,0.65798121,0.95838822,-0.05280246,0.92148484,1.24074275,-0.09421642,1.10132834,1.40269921,-0.10781129,1.23288494,1.48044642,-0.12085588,0.75460447,0.65617992,-0.04895579,1.08714613,0.78192395,-0.17581882,0.88465531,0.68679973,-0.21166459,0.73579772,0.64958525,-0.18963231,0.79832871,0.38479751,-0.0630497,1.12677092,0.4543375,-0.18683884,0.90973713,0.45301965,-0.19783847,0.71313139,0.42877617,-0.16722452,0.79266338,0.09879013,-0.09398743,1.09718974,0.0482744,-0.1788379,1.30268789,0.01601385,-0.22084994,1.49008242,-0.00252107,-0.23948116
rock,0,0,0,0.06316744,0.46281387,-0.14012712,0.28910059,0.81078307,-0.1927691,0.57114588,0.87593824,-0.24512083,0.77568397,0.78699965,-0.291039,0.6721888,0.93698172,-0.01720866,0.93716473,1.18869107,-0.06214201,1.10947892,1.31961764,-0.09250942,1.25566982,1.39776752,-0.12141735,0.76332411,0.64601572,-0.02171999,1.12097994,0.76771883,-0.1861223,0.94171122,0.74931829,-0.2758845,0.74815925,0.70693228,-0.28573318,0.80050624,0.35743006,-0.04168212,1.13168914,0.45078247,-0.20308091,0.93559825,0.51455614,-0.24961075,0.73059053,0.51751874,-0.2323516,0.7927885,0.06582605,-0.07409099,1.1075456,0.03504601,-0.17550026,1.31367368,0.03277195,-0.2251193,1.49892407,0.02228848,-0.2456949
rock,0,0,0,0.07102675,0.47603931,-0.13820655,0.29772994,0.82610721,-0.19144173,0.58837617,0.88119444,-0.24399519,0.79326103,0.77105481,-0.2908164,0.67880101,0.93404473,-0.02254035,0.94902538,1.18851005,-0.0682828,1.12403455,1.31721453,-0.09918566,1.27155447,1.39674093,-0.12816572,0.76827586,0.6401189,-0.02688919,1.13420449,0.75832817,-0.19189874,0.95277683,0.74615993,-0.28256832,0.75540451,0.71012839,-0.29329187,0.80474854,0.34847283,-0.04532901,1.14275018,0.43880457,-0.20624317,0.94407286,0.51079434,-0.25380096,0.73300042,0.51952737,-0.23762171,0.79725371,0.05281173,-0.07554582,1.11559517,0.01670714,-0.17455016,1.32551622,0.01576339,-0.22375578,1.51330487,0.00493571,-0.24478855
rock,0,0,0,0.1011923,0.47241088,-0.1377151,0.33057405,0.76889188,-0.19791477,0.60820537,0.82027085,-0.25710859,0.79516045,0.70568416,-0.31040313,0.68151871,0.93345122,-0.04025327,0.95251849,1.22084564,-0.08038528,1.13618714,1.37377471,-0.10115545,1.28314025,1.45553771,-0.12209187,0.77316981,0.63419906,-0.04254127,1.12842946,0.74126638,-0.18602144,0.93911125,0.69036452,-0.24930459,0.75955983,0.65200972,-0.24398506,0.81070957,0.34547385,-0.05953963,1.13890281,0.41822446,-0.20130331,0.94259842,0.46086957,-0.23154833,0.7465516,0.45409847,-0.20832519,0.79961643,0.05324052,-0.09000808,1.11717914,0.00296578,-0.18175627,1.32419953,-0.01794415,-0.22434624,1.50924159,-0.03974328,-0.24131173
rock,0,0,0,0.10999747,0.43425491,-0.16313294,0.3083031,0.70890938,-0.26132388,0.60279453,0.72168694,-0.35543208,0.80318527,0.52455747,-0.44513138,0.64334678,0.98720736,-0.12537621,0.93458126,1.31391866,-0.20753214,1.12011329,1.51284437,-0.25338292,1.26307566,1.62422401,-0.28712363,0.75868933,0.65145261,-0.11293741,1.11192455,0.74235766,-0.25286054,0.86818881,0.59883656,-0.29326537,0.71762096,0.55651974,-0.28045591,0.80223663,0.37112422,-0.11574407,1.12410779,0.41518592,-0.24168621,0.90575271,0.3729296,-0.24972459,0.71677013,0.3280905,-0.22168887,0.7864997,0.08070358,-0.13579881,1.08193715,0.06064465,-0.22124111,1.28319504,0.00755567,-0.25906777,1.45657457,-0.03243336,-0.27581481
rock,0,0,0,0.06873932,0.37623347,-0.21849196,0.2840121,0.6329382,-0.32459872,0.58352347,0.59662927,-0.41053719,0.80420281,0.42589386,-0.48513714,0.64198156,0.97256647,-0.18696994,0.93013539,1.31522035,-0.2799394,1.11909954,1.51065966,-0.33065193,1.27790941,1.64264949,-0.37070512,0.7572345,0.6531431,-0.15116522,1.08943851,0.71657016,-0.31458663,0.87541518,0.55678248,-0.37143242,0.71863008,0.49605375,-0.37169886,0.79775408,0.34933721,-0.13301852,1.08588618,0.35389637,-0.30289648,0.87084358,0.27040374,-0.32708894,0.69127034,0.21904585,-0.30270327,0.78256582,0.06656962,-0.13264266,1.07334132,0.01655106,-0.24991095,1.27196231,-0.05139523,-0.2979945,1.46303976,-0.09634238,-0.31867387
rock,0,0,0,0.08932442,0.4039289,-0.20698628,0.30850216,0.6432989,-0.30811719,0.61000232,0.61821384,-0.39066833,0.82202409,0.44630697,-0.46516904,0.65596212,0.96321929,-0.18792913,0.95630811,1.29931213,-0.28353131,1.14115821,1.50569254,-0.34324163,1.29263681,1.63855608,-0.39039,0.76980515,0.63827896,-0.15117018,1.10301999,0.70823161,-0.292789,0.88127801,0.54167865,-0.33544173,0.74745066,0.5005008,-0.33241266,0.80492013,0.34731073,-0.13231233,1.10370946,0.37061932,-0.27084764,0.87881156,0.28462463,-0.28124822,0.69487806,0.23491132,-0.25642124,0.77818442,0.06107522,-0.13292483,1.07003815,0.03460944,-0.23627667,1.27293616,-0.03725492,-0.28279904,1.45745962,-0.07889608,-0.30606126
rock,0,0,0,0.06339038,0.38537275,-0.22014963,0.28390396,0.65015405,-0.32726326,0.58356369,0.62142224,-0.41487912,0.81059786,0.45007652,-0.49258814,0.63884552,0.98197094,-0.19614988,0.95000492,1.32389745,-0.29434943,1.1442201,1.52407962,-0.34714818,1.30693132,1.66037789,-0.38796238,0.7539498,0.65693204,-0.16117198,1.10618589,0.7141654,-0.32973738,0.8952058,0.55966089,-0.38795177,0.73786876,0.50848221,-0.38795738,0.7920065,0.34927955,-0.14353378,1.09909032,0.35062452,-0.31457042,0.87703259,0.27247678,-0.3369685,0.69181501,0.23421325,-0.3111441,0.77338022,0.05999422,-0.14415161,1.05985848,0.0192586,-0.26176371,1.25734102,-0.03680808,-0.31072897,1.44776072,-0.06521567,-0.33228317
rock,0,0,0,0.10382873,0.43107508,-0.15598308,0.3123805,0.67800914,-0.24143152,0.59929866,0.67877598,-0.31738074,0.79638558,0.47383564,-0.38899676,0.6516352,0.96686413,-0.15370217,0.9609141,1.33016852,-0.24636777,1.15331205,1.5272458,-0.30867895,1.31501594,1.65423237,-0.35967727,0.76409128,0.64510814,-0.1417465,1.10805717,0.72323419,-0.27498831,0.86395862,0.55073551,-0.31190613,0.72168482,0.51565953,-0.30670841,0.80802336,0.35386257,-0.14297887,1.11384175,0.39093584,-0.25435447,0.8844074,0.32887368,-0.24808109,0.69421886,0.28758271,-0.21928872,0.7860898,0.05280647,-0.16164515,1.08479799,0.03127478,-0.24135416,1.2692922,-0.01770091,-0.27047222,1.43735952,-0.04052198,-0.28510925
rock,0,0,0,0.0965716,0.43250633,-0.18313486,0.29546582,0.69410535,-0.28650488,0.57730429,0.68680251,-0.38206811,0.78652482,0.5155734,-0.47212216,0.66388465,0.96782668,-0.15809073,0.96910664,1.30753535,-0.23742155,1.16043873,1.50700862,-0.27252142,1.31719583,1.62444906,-0.30034155,0.7693348,0.63884581,-0.14258878,1.10657647,0.72984186,-0.28830154,0.86733599,0.58538117,-0.32382467,0.71710257,0.54323705,-0.30876315,0.80082732,0.35186284,-0.14336338,1.11003161,0.3919021,-0.28670398,0.86908947,0.3395175,-0.29217892,0.67669597,0.30171232,-0.26011817,0.77823911,0.06228719,-0.16205306,1.07037344,0.02204688,-0.26185673,1.26176556,-0.02055628,-0.30311614,1.44022035,-0.03888299,-0.32218275
rock,0,0,0,0.10629585,0.45291059,-0.15665976,0.30277546,0.71941432,-0.2528178,0.5902129,0.7180603,-0.345341,0.78479899,0.50870518,-0.4376898,0.66483161,0.96341887,-0.15445262,0.98503361,1.31080468,-0.24014732,1.18887686,1.50451485,-0.28619771,1.35775841,1.60074375,-0.32342845,0.77560131,0.63122311,-0.14771386,1.12631636,0.70987598,-0.28511886,0.8726268,0.56910282,-0.31022863,0.72150137,0.52436324,-0.29217143,0.80706585,0.34337266,-0.15491096,1.13223419,0.37207058,-0.27977436,0.88141645,0.33628878,-0.26412385,0.68044352,0.30142138,-0.22453638,0.78246481,0.03616691,-0.17947442,1.08935426,-0.01255968,-0.27121939,1.2848863,-0.06044422,-0.30175709,1.46452562,-0.07623357,-0.31574578
rock,0,0,0,0.1188733,0.43700853,-0.19568218,0.31939068,0.70154535,-0.31930858,0.61692763,0.69139911,-0.43475907,0.82985194,0.4913154,-0.54686235,0.69864439,0.9383131,-0.18269974,1.01332587,1.27540385,-0.2790496,1.22770531,1.46764366,-0.32634576,1.38951154,1.5676675,-0.36013213,0.7969029,0.60410742,-0.15967354,1.13625009,0.68015301,-0.29901074,0.88180372,0.53165971,-0.32079509,0.7515851,0.50158603,-0.29863136,0.82676619,0.32116564,-0.15429513,1.15152977,0.34562071,-0.28312856,0.89943273,0.30726496,-0.26555051,0.69429999,0.27109011,-0.22237121,0.80194123,0.02026959,-0.17030169,1.10714454,-0.04646734,-0.26011321,1.30491783,-0.09913891,-0.28938967,1.48065537,-0.1212631,-0.30097506
rock,0,0,0,0.1195461,0.43954725,-0.20924841,0.32280871,0.69428675,-0.33468406,0.61468103,0.67485295,-0.45174221,0.83528272,0.47526258,-0.56361844,0.71770023,0.93147868,-0.16938877,1.03446107,1.2468464,-0.2587197,1.24881132,1.43328991,-0.29925363,1.40876061,1.53754193,-0.32830968,0.80988187,0.58659301,-0.14718872,1.15722102,0.65754185,-0.30559006,0.90950854,0.51779411,-0.34692091,0.75907999,0.49006425,-0.33117498,0.83583337,0.29318423,-0.14475112,1.16055919,0.31590737,-0.29776911,0.92074471,0.28499466,-0.30819658,0.71382928,0.26106115,-0.27619201,0.80781422,-0.00302659,-0.16327516,1.10947024,-0.06899127,-0.26628593,1.31530825,-0.12955664,-0.31203849,1.49792981,-0.16453419,-0.33353151
rock,0,0,0,0.13009258,0.42667924,-0.21143474,0.34692142,0.67294736,-0.33207005,0.63925676,0.63176934,-0.44295975,0.84571634,0.4259544,-0.54728977,0.75701367,0.89724546,-0.14800406,1.06951889,1.16026398,-0.22165113,1.28274772,1.31506617,-0.25377926,1.44370388,1.390402,-0.27747953,0.83655192,0.54788766,-0.12589996,1.18039447,0.58370316,-0.27939082,0.93167918,0.47730474,-0.32502761,0.77043536,0.45686295,-0.3090483,0.85203486,0.24169621,-0.12342782,1.16446843,0.24616146,-0.27976991,0.91899232,0.2368238,-0.29086029,0.71424664,0.21899903,-0.2545009,0.81557336,-0.058675,-0.14141772,1.12441445,-0.1477097,-0.24100039,1.3253322,-0.20433156,-0.27605806,1.51031399,-0.24198147,-0.28732477
rock,0,0,0,0.14931115,0.4678766,-0.17490175,0.4135295,0.70165794,-0.27874431,0.71084892,0.65715164,-0.37620088,0.87989291,0.3930912,-0.4698656,0.79350904,0.84478317,-0.14204313,1.14891031,1.1027103,-0.20263069,1.37867201,1.24733591,-0.22532317,1.53616386,1.29974233,-0.24833976,0.87349636,0.48683067,-0.12578307,1.23824975,0.50394297,-0.23326554,0.98691354,0.42942597,-0.23938524,0.85724238,0.44365136,-0.20908279,0.88206217,0.19020816,-0.12718366,1.23754779,0.15714333,-0.22955966,0.98804753,0.19545331,-0.2132549,0.7896244,0.20844936,-0.17720365,0.82472582,-0.11658839,-0.14923604,1.1462429,-0.24553636,-0.23956869,1.35195672,-0.33008659,-0.28302859,1.54233912,-0.38740998,-0.30761382
rock,0,0,0,0.17944544,0.46446193,-0.13782143,0.42787387,0.68384838,-0.21606346,0.72218701,0.65470487,-0.29159358,0.88134355,0.39664054,-0.36419301,0.79324915,0.82296227,-0.11050883,1.13299176,1.09289186,-0.17719915,1.36012964,1.23402796,-0.2090069,1.52228412,1.28298912,-0.23458407,0.87367511,0.48650981,-0.10349451,1.23249098,0.51443246,-0.20326711,0.96354005,0.42101341,-0.20323485,0.82659788,0.41911269,-0.16694615,0.88858402,0.21019854,-0.11207319,1.23867677,0.18597857,-0.20029996,0.98870548,0.20522762,-0.17231933,0.79120863,0.21387767,-0.12733431,0.83483878,-0.09067113,-0.13859724,1.16283295,-0.20422228,-0.21041572,1.36235248,-0.29450681,-0.23522365,1.53342282,-0.35746623,-0.24416981
